Beds;Host Id;Year;Day;Month;Name;Neighbourhood;Number Of Reviews;Number of Records;Price;Property Type;Review Scores Rating;Room Type;Location
1;328301;2010;27;12;PENTHOUSE room with private terrace;Brooklyn;45;1;89;Apartment;85;Private room;ZIP:11206
1;328116;2010;27;12;HK Contemporary Luxury;Manhattan;6;1;149;Apartment;97;Shared room;ZIP:10018
1;328951;2010;28;12;Bright Airy 1 Bed in Williamsburg;Brooklyn;0;1;175;Apartment;None;Entire home/apt;ZIP:11211
1;329436;2010;28;12;Lovely, Modern, Garden Apartment;Brooklyn;9;1;190;Apartment;100;Entire home/apt;ZIP:11217
2;328621;2010;28;12;Spacious Greenpoint 1BD with Patio;Brooklyn;3;1;150;Apartment;100;Entire home/apt;ZIP:11222
3;329436;2010;28;12;Modern, Carroll Garden Townhouse;Brooklyn;9;1;330;House;100;Entire home/apt;ZIP:11217
1;328621;2010;28;12;Bright and Airy Greenpoint Bedroom;Brooklyn;2;1;85;Apartment;90;Private room;ZIP:11222
2;328898;2010;28;12;Large Private Room in Harlem;Manhattan;1;1;55;Apartment;60;Private room;ZIP:10031
2;329892;2010;29;12;Stylish, Modern with 24 hr Doorman;Manhattan;23;1;110;Apartment;94;Entire home/apt;ZIP:10025
2;331224;2010;30;12;New big apt in Lower East Side;Manhattan;11;1;205;Apartment;95;Entire home/apt;ZIP:10002
2;330490;2010;30;12;Gorgeous-1BR-best area in NYC-SOHO!;Manhattan;63;1;160;Apartment;87;Entire home/apt;ZIP:10012
1;330976;2010;30;12;Quirky, comfy room in Williamsburg;Brooklyn;1;1;63;Apartment;100;Private room;ZIP:11211
1;331195;2010;30;12;Lovely Room, PERFECT Location;Manhattan;216;1;90;Apartment;96;Private room;ZIP:10003
1;331589;2010;31;12;IDEALLY LOCATED - WHOLE APARTMENT;Brooklyn;56;1;150;Apartment;95;Entire home/apt;ZIP:11217
2;331328;2010;31;12;Alcove Studio w/ outdoor Patio Deck;Manhattan;23;1;125;Apartment;83;Entire home/apt;ZIP:10035
2;331328;2010;31;12;Brownstone apartment;Manhattan;66;1;153;Apartment;88;Entire home/apt;ZIP:10035
1;331579;2010;31;12;All-Inclusive Room, Super Cute Apt;Brooklyn;0;1;55;Apartment;None;Private room;ZIP:11221
1;331579;2010;31;12;Great Room with Good Amenities;Brooklyn;3;1;60;Apartment;100;Private room;ZIP:11221
1;331914;2011;1;1;Lower Manhattan - Entire 1 Bdrm Apt;Manhattan;0;1;195;Apartment;None;Entire home/apt;ZIP:10013
1;332189;2011;1;1;SoHa comfort-by NW Central Park!;Manhattan;49;1;125;Bed & Breakfast;94;Private room;ZIP:10026
2;332624;2011;2;1;Amazing 2 BDR with stunning views;Manhattan;0;1;450;Apartment;None;Entire home/apt;ZIP:10002
2;332909;2011;2;1;UES Manhattan Furnished Studio;Manhattan;39;1;100;Apartment;91;Entire home/apt;ZIP:10065
3;333027;2011;2;1;Lady Liberty/Hudson Views w.Terrace;Manhattan;21;1;200;Apartment;85;Entire home/apt;ZIP:10280
1;333145;2011;2;1;Tranquil large bedroom in NYC Apt;Manhattan;49;1;115;Apartment;94;Private room;ZIP:10025
1;333551;2011;3;1;Bright Modernist Loft with Balcony;Brooklyn;0;1;185;Apartment;None;Entire home/apt;ZIP:11222
1;334348;2011;3;1;Breezy and Sunny East Village Nest;Manhattan;4;1;124;Apartment;100;Entire home/apt;ZIP:10009
1;333630;2011;3;1;Best View of Mnhtn in Crown Heights;Brooklyn;21;1;83;Apartment;93;Private room;ZIP:11213
1;333630;2011;3;1;Crown Heights Room By Prospect Park;Brooklyn;10;1;79;Apartment;89;Private room;ZIP:11225
1;334245;2011;3;1;Peaceful bedroom w/joint nursery!;Brooklyn;1;1;65;House;100;Private room;ZIP:11238
1;335272;2011;4;1;Park Slope Tree Top Quiet Apartment;Brooklyn;39;1;250;Apartment;96;Entire home/apt;ZIP:11217
2;334949;2011;4;1;1½ Bed+Loft / Grand Piano / Balcony;Manhattan;111;1;330;Apartment;95;Entire home/apt;ZIP:10003
1;335272;2011;4;1;Sunny Park Slope Brooklyn Cozy Room;Brooklyn;67;1;84;House;97;Private room;ZIP:11217
1;335272;2011;4;1;Welcoming Park Slope Sunlit Bedroom;Brooklyn;55;1;105;House;97;Private room;ZIP:11217
1;335846;2011;5;1;1br quiet Brooklyn Brownstone Block;Brooklyn;21;1;160;Apartment;95;Entire home/apt;ZIP:11216
1;337159;2011;6;1;Amazing Prewar East Village Apt;Manhattan;2;1;115;Apartment;100;Entire home/apt;ZIP:10003
1;336850;2011;6;1;1 BEDROOM LUXURY MODERN APT SEAPORT;Manhattan;3;1;200;Apartment;100;Entire home/apt;ZIP:10038
1;339075;2011;7;1;Big, sunny room, close to park;Brooklyn;2;1;55;Apartment;90;Private room;ZIP:11215
1;338921;2011;7;1;Master Bedroom in Harlem Brownstone;Manhattan;16;1;200;Apartment;96;Private room;ZIP:10035
1;339426;2011;8;1;Park Slope Pied a Terre;Brooklyn;191;1;89;Apartment;90;Entire home/apt;ZIP:11215
3;339586;2011;8;1;Beautiful turn-of-the-century home;Staten Island;4;1;200;House;100;Entire home/apt;ZIP:10301
2;340293;2011;9;1;Lovely 2 Bedroom Apt in Chinatown!;Manhattan;8;1;225;Apartment;95;Entire home/apt;ZIP:10002
1;340692;2011;9;1;Private room: Cozy 1 br, Greenpoint;Brooklyn;10;1;55;Apartment;88;Private room;ZIP:11222
1;342599;2011;10;1;Comfy, Spacious, Modern, Sweet Home;Brooklyn;4;1;120;Apartment;100;Entire home/apt;ZIP:11205
3;342510;2011;10;1;Charming spacious 2BR in Park Slope;Brooklyn;1;1;125;Apartment;100;Entire home/apt;ZIP:11215
1;342253;2011;10;1;Newly Renovated 1 Bedroom Apartment;Brooklyn;10;1;100;Apartment;100;Entire home/apt;ZIP:11235
3;342231;2011;10;1;Lower East Side 2 bedroom Broome St;Manhattan;70;1;350;Apartment;87;Entire home/apt;ZIP:10002
3;342374;2011;10;1;Chic East Village Designer 2bed!;Manhattan;86;1;275;Apartment;83;Entire home/apt;ZIP:10009
1;341904;2011;10;1;Cozy Chelsea Highline;Manhattan;10;1;220;Apartment;96;Entire home/apt;ZIP:10011
2;342231;2011;10;1;Two bedroom centrally located in NY;Manhattan;13;1;340;Apartment;94;Entire home/apt;ZIP:10016
1;341981;2011;10;1;Priv. Room- Light-Filled Apt w Gym;Brooklyn;8;1;90;Apartment;100;Private room;ZIP:11213
1;342231;2011;10;1;Park ave Room in the center on NYC;Manhattan;42;1;145;Apartment;92;Private room;ZIP:10016
2;343250;2011;11;1;Beautiful Brooklyn railroad flat;Brooklyn;2;1;120;Apartment;90;Entire home/apt;ZIP:11222
3;343302;2011;11;1;Calm & Sunny Apt in Carroll Gardens;Brooklyn;20;1;165;Apartment;95;Entire home/apt;ZIP:11231
;343302;2011;11;1;Carroll Garden's 3BR Garden Duplex;Brooklyn;0;1;350;Apartment;None;Private room;ZIP:11231
1;344035;2011;11;1;Big Sunny Room in BK Brownstone;Brooklyn;0;1;60;Apartment;None;Private room;ZIP:11238
1;344035;2011;11;1;Guest Room in Our BK Brownstone;Brooklyn;0;1;40;Apartment;None;Private room;ZIP:11238
1;344035;2011;11;1;Large Room in Prospect Heights;Brooklyn;1;1;80;House;80;Private room;ZIP:11238
1;344260;2011;12;1;Sunny charm in Greenpoint;Brooklyn;3;1;140;Apartment;93;Entire home/apt;ZIP:11222
2;345437;2011;12;1;Architect's.2BR.Duplex.Bklyn.Roof;Brooklyn;28;1;140;Apartment;86;Entire home/apt;ZIP:11238
3;345252;2011;12;1;Brooklyn Garden House;Brooklyn;0;1;200;House;None;Entire home/apt;ZIP:11238
1;344453;2011;12;1;Luxury Williamsburg Ensuite Bedroom;Brooklyn;3;1;66;Apartment;100;Private room;ZIP:11211
1;345449;2011;12;1;Cozy bedroom in Greenpoint;Brooklyn;3;1;75;Apartment;100;Private room;ZIP:11222
1;344453;2011;12;1;Luxurious Room in Heart of LES;Manhattan;3;1;120;Apartment;93;Private room;ZIP:10002
3;346356;2011;13;1;Unique 3BR Triplex in Brooklyn;Brooklyn;12;1;450;House;93;Entire home/apt;ZIP:11217
1;346044;2011;13;1;New Entire 1 bdrm Apartment in LES;Manhattan;5;1;199;Apartment;96;Entire home/apt;ZIP:10002
1;346366;2011;13;1;Bright Large 2-Room Loft +Roof Deck;Brooklyn;2;1;80;Apartment;96;Private room;ZIP:11206
4;347642;2011;14;1;3BR+2BA Flat Only 15 Min To NYCity;Brooklyn;1;1;220;Apartment;100;Entire home/apt;ZIP:11233
3;347642;2011;14;1;HUGE 2BR Flat Only 15 Min To NYCity;Brooklyn;38;1;170;Apartment;90;Entire home/apt;ZIP:11233
3;347642;2011;14;1;NEW 2BR Flat Only 15 Min To NYCity;Brooklyn;0;1;170;Apartment;None;Entire home/apt;ZIP:11233
1;347642;2011;14;1;New 1BR + 1BA with Private Entrance;Brooklyn;35;1;80;Apartment;94;Private room;ZIP:11233
1;346854;2011;14;1;Duplex in Soho with private terrace;Manhattan;13;1;125;Apartment;82;Private room;ZIP:10012
2;348474;2011;15;1;Top Floor 2+ BR w/ Private Roofdeck;Brooklyn;2;1;260;Apartment;97;Entire home/apt;ZIP:11215
1;349357;2011;16;1;The perfect room Close to US Open!;Queens;11;1;65;Apartment;90;Private room;ZIP:11368
1;351384;2011;17;1;For Walter, King Size Bed;Brooklyn;0;1;1200;Other;None;Entire home/apt;ZIP:11211
1;350553;2011;17;1;Large sunny room 10 min to Midtown!;Manhattan;4;1;100;Apartment;65;Private room;ZIP:10027
2;351947;2011;18;1;wonderful 2 bed loft w city views;Brooklyn;48;1;300;Apartment;97;Entire home/apt;ZIP:11211
1;351650;2011;18;1;Brooklyn at its finest;Brooklyn;0;1;225;Apartment;None;Entire home/apt;ZIP:11249
1;351938;2011;18;1;All Star/Fashion weekend/VDAY Pad;Brooklyn;0;1;1800;Loft;None;Entire home/apt;ZIP:11231
1;352771;2011;18;1;Soho/Tribeca Loft Gem;Manhattan;4;1;250;Apartment;100;Entire home/apt;ZIP:10013
1;352168;2011;18;1;Nice renovated apt, prime location!;Manhattan;22;1;160;Apartment;98;Entire home/apt;ZIP:10023
6;352230;2011;18;1;XLarge 3 br 2 baths sleeps 8+;Manhattan;25;1;280;Apartment;91;Entire home/apt;ZIP:10031
2;352705;2011;18;1;Brownstone Writer's Room;Brooklyn;8;1;30;Apartment;95;Private room;ZIP:11216
1;352341;2011;18;1;Fresh Haven of Peace in the E. V. !;Manhattan;7;1;85;Apartment;97;Private room;ZIP:10009
2;352172;2011;18;1;Big cozy room with private toilet;Queens;1;1;55;Apartment;77;Private room;ZIP:11105
1;353903;2011;19;1;Beautiful 1BR in Greenwich Village;Manhattan;2;1;250;Apartment;100;Entire home/apt;ZIP:10003
1;353227;2011;19;1;Share a Light-filled Brooklyn Apt;Brooklyn;6;1;65;Apartment;100;Private room;ZIP:11225
1;354330;2011;19;1;Large, Sunny Room East Village NYC;Manhattan;23;1;81;Apartment;98;Private room;ZIP:10003
1;353965;2011;19;1;Private BR in Large NYC Apartment;Manhattan;46;1;75;Apartment;99;Private room;ZIP:10034
1;355354;2011;20;1;Studio in Sunset Park, Brooklyn;Brooklyn;0;1;75;Apartment;None;Entire home/apt;ZIP:11220
2;354965;2011;20;1;New Bright Spacious BK 1 Bedrm Apt;Brooklyn;9;1;115;Apartment;97;Entire home/apt;ZIP:11237
2;354887;2011;20;1;Your Prospect Heights Garden Oasis!;Brooklyn;48;1;189;Apartment;99;Entire home/apt;ZIP:11238
1;354908;2011;20;1;Perfectly Located West Village Apt.;Manhattan;5;1;250;Apartment;96;Entire home/apt;ZIP:10014
1;354996;2011;20;1;A Great Place to Stay in Brooklyn!;Brooklyn;32;1;90;Apartment;97;Private room;ZIP:11206
1;354996;2011;20;1;Holidays in Brooklyn!!;Brooklyn;3;1;85;Apartment;100;Private room;ZIP:11206
1;356933;2011;21;1;Bright Spacious 1BD Lower East Side;Manhattan;22;1;180;Apartment;90;Entire home/apt;ZIP:10002
1;356208;2011;21;1;East Village Apartment with Balcony;Manhattan;0;1;219;Apartment;None;Entire home/apt;ZIP:10009
1;356208;2011;21;1;LOFT STUDIO in the East Village NYC;Manhattan;27;1;155;Apartment;77;Entire home/apt;ZIP:10009
3;356484;2011;21;1;Beautiful Soho full floor  Loft;Manhattan;81;1;450;Apartment;90;Entire home/apt;ZIP:10013
2;356593;2011;21;1;Lovely 2BR 1Bath in Great Location!;Manhattan;6;1;140;Apartment;96;Entire home/apt;ZIP:10029
1;357533;2011;22;1;Columbia/ Harlem-Morningside Studio;Manhattan;24;1;175;Apartment;98;Entire home/apt;ZIP:10027
1;357715;2011;22;1;Private Room in Williamsburg gem!;Brooklyn;0;1;85;Apartment;None;Private room;ZIP:11211
2;358568;2011;23;1;Beautiful photographers loft.;Brooklyn;25;1;122;Loft;90;Entire home/apt;ZIP:11237
2;359035;2011;23;1;E. Village gem on tree lined street;Manhattan;19;1;140;Apartment;90;Entire home/apt;ZIP:10009
2;359500;2011;23;1;Huge West Village Penthouse;Manhattan;48;1;445;Apartment;94;Entire home/apt;ZIP:10011
1;359500;2011;23;1;Room in West Village Penthouse;Manhattan;51;1;145;Apartment;93;Private room;ZIP:10011
1;359447;2011;23;1;Spacious & Comfy, Top of Central Pk;Manhattan;7;1;59;Apartment;91;Private room;ZIP:10026
1;360183;2011;24;1;MODERN 1br & Suite FORT GREENE;Brooklyn;1;1;79;Apartment;100;Private room;ZIP:11205
1;361155;2011;24;1;Great room in Ditmas park!;Brooklyn;16;1;57;Apartment;99;Private room;ZIP:11226
1;361155;2011;24;1;Perfect room at Perfect location;Brooklyn;27;1;65;Apartment;98;Private room;ZIP:11226
1;361991;2011;25;1;Historic 1 BD Apt in West Harlem;Manhattan;0;1;120;Apartment;None;Entire home/apt;ZIP:10030
3;361855;2011;25;1;Jumel Terrace B&B;Manhattan;3;1;400;Apartment;100;Entire home/apt;ZIP:10032
3;361855;2011;25;1;Private Bookish Garden Apartment;Manhattan;2;1;450;Apartment;100;Entire home/apt;ZIP:10032
1;362406;2011;25;1;Cozy room in artist's apartment;Brooklyn;23;1;60;Apartment;94;Private room;ZIP:11237
1;362418;2011;25;1;BLUE ROOM: GIANT PRIVATE BKLYN LOFT;Brooklyn;3;1;135;Loft;100;Private room;ZIP:11201
1;361254;2011;25;1;Room in Midtown West Times Square;Manhattan;4;1;80;Apartment;70;Private room;ZIP:10019
1;363834;2011;26;1;Bright and lovely 1 bdrm apt in LES;Manhattan;23;1;115;Apartment;95;Entire home/apt;ZIP:10002
2;363472;2011;26;1;Sunny Penthouse with Awesome views;Manhattan;7;1;188;Apartment;94;Entire home/apt;ZIP:10009
2;365153;2011;27;1;Gigantic Private Brooklyn Loft!;Brooklyn;49;1;229;Loft;98;Entire home/apt;ZIP:11222
1;364776;2011;27;1;Cozy & Clean Studio in the LES;Manhattan;32;1;150;Apartment;96;Entire home/apt;ZIP:10002
1;365116;2011;27;1;High Ceilings near the High Line;Manhattan;13;1;199;Apartment;95;Entire home/apt;ZIP:10011
1;364499;2011;27;1;Gorgeous Park View;Manhattan;95;1;85;Apartment;94;Private room;ZIP:10026
1;366131;2011;28;1;Brooklyn Zen;Brooklyn;15;1;150;Apartment;93;Entire home/apt;ZIP:11201
1;366492;2011;28;1;Modern Penthouse Apt in Greenpoint;Brooklyn;73;1;179;Apartment;96;Entire home/apt;ZIP:11222
1;366380;2011;28;1;Great 1 bedroom apartment;Manhattan;2;1;200;Apartment;100;Entire home/apt;ZIP:10022
1;366380;2011;28;1;Great 1 bedroom located N of UN;Manhattan;14;1;250;Apartment;85;Entire home/apt;ZIP:10022
1;366380;2011;28;1;Great mid-town East 1 bedroom;Manhattan;0;1;200;Apartment;None;Entire home/apt;ZIP:10022
1;366380;2011;28;1;Midtown East 1 bedroom apartment;Manhattan;29;1;200;Apartment;88;Entire home/apt;ZIP:10022
1;366117;2011;28;1;Charming modern apartment;Manhattan;3;1;220;Apartment;90;Entire home/apt;ZIP:10036
1;367494;2011;29;1;Cosy Lower East Side apartment;Manhattan;10;1;179;Apartment;91;Entire home/apt;ZIP:10002
1;368932;2011;30;1;Sunny studio in Brooklyn;Brooklyn;10;1;95;Apartment;80;Entire home/apt;ZIP:11205
1;369154;2011;30;1;Penthouse in Harlem - Private Bath;Manhattan;0;1;109;Apartment;None;Private room;ZIP:10027
1;370261;2011;31;1;Great Midtown 1-Bedroom Apartment;Manhattan;1;1;125;Apartment;100;Entire home/apt;ZIP:10022
1;370612;2011;31;1;Quiet Queen Bed near Jumel Terrace!;Manhattan;6;1;48;Apartment;90;Private room;ZIP:10032
1;373514;2011;1;2;Home Sweet Prospect Park;Brooklyn;0;1;82;Apartment;None;Entire home/apt;ZIP:11225
2;371444;2011;1;2;Large studio in historic building;Manhattan;23;1;195;Apartment;95;Entire home/apt;ZIP:10010
3;371322;2011;1;2;SOHO DESIGNER'S LOFT PRIME LOCATION;Manhattan;73;1;125;Apartment;81;Entire home/apt;ZIP:10013
2;373260;2011;1;2;1 Bedroom NYC Pure Luxury!!! #7B;Manhattan;27;1;225;Apartment;95;Entire home/apt;ZIP:10016
4;373260;2011;1;2;NYC 2 BEDROOM APARTMENT.;Manhattan;81;1;380;Apartment;87;Entire home/apt;ZIP:10016
2;373085;2011;1;2;NYC 1BR W73rd 2nd Fl walk-up;Manhattan;28;1;160;Apartment;88;Entire home/apt;ZIP:10023
1;373587;2011;1;2;Modern UWS 1BR 1 Block Central Park;Manhattan;30;1;255;Apartment;96;Entire home/apt;ZIP:10025
1;371961;2011;1;2;Large and sunny STUDIO Apartment;Queens;3;1;65;Apartment;82;Entire home/apt;ZIP:11368
2;373260;2011;1;2;7F Studio Above Spa - Pure Luxury!;Manhattan;13;1;200;Apartment;94;Private room;ZIP:10016
2;374115;2011;2;2;East Village Quiet Light 2 Bed Apt;Manhattan;1;1;169;Apartment;None;Entire home/apt;ZIP:10009
1;374097;2011;2;2;Amazing Location 1 Bedroom, Chelsea;Manhattan;3;1;230;Apartment;93;Entire home/apt;ZIP:10011
1;374058;2011;2;2;LIVE. PARK. WATER. - Designers home;Manhattan;1;1;200;Apartment;100;Entire home/apt;ZIP:10280
1;375938;2011;3;2;Lovely one Bdr Apt in Crown Heights;Brooklyn;0;1;74;Apartment;None;Entire home/apt;ZIP:11225
2;376084;2011;3;2;Carroll Gardens Brownstone Flat;Brooklyn;1;1;195;Apartment;100;Entire home/apt;ZIP:11231
2;377287;2011;4;2;Great 2 bdr apt in WB/Greenpoint;Brooklyn;1;1;230;Apartment;100;Entire home/apt;ZIP:11222
1;377151;2011;4;2;SPECIAL OFFER* 1BDR IN EAST VILLAGE;Manhattan;10;1;269;Apartment;86;Entire home/apt;ZIP:10003
2;377361;2011;4;2;Sunny & spacious NYC Apartment;Manhattan;12;1;168;Apartment;96;Entire home/apt;ZIP:10009
3;377432;2011;4;2;L'Esquina - Large & Lux SoHo Loft;Manhattan;86;1;505;Apartment;95;Entire home/apt;ZIP:10012
4;377432;2011;4;2;"SoHo Penthouse Loft - 20"" Ceilings!";Manhattan;21;1;475;Loft;94;Entire home/apt;ZIP:10013
1;377181;2011;4;2;Large Sunny Room in Williamsburg;Brooklyn;0;1;100;Apartment;None;Private room;ZIP:11211
2;376762;2011;4;2;Cool, comfy family home in Brooklyn;Brooklyn;5;1;54;House;96;Private room;ZIP:11221
1;378631;2011;5;2;Spacious 1-BR near Grand Central;Manhattan;213;1;185;Apartment;96;Entire home/apt;ZIP:10016
1;378737;2011;5;2;Peaceful 2BR inside a brownstone;Brooklyn;0;1;250;House;None;Private room;ZIP:11221
1;380073;2011;6;2;Large, Modern Apt Near Subway in HK;Manhattan;17;1;199;Apartment;94;Entire home/apt;ZIP:10019
1;379663;2011;6;2;UWS Room with Rooftop Access!;Manhattan;2;1;145;Apartment;90;Private room;ZIP:10024
2;380967;2011;7;2;Spacious in Williamsburg Sleeps 4;Brooklyn;16;1;150;Apartment;97;Entire home/apt;ZIP:11211
1;381254;2011;7;2;Gorgeous One-Bedroom in Fort Greene;Brooklyn;1;1;109;Apartment;100;Entire home/apt;ZIP:11238
1;381116;2011;7;2;Chelsea/Nomad/Flatiron 1 bedroom;Manhattan;2;1;450;Apartment;100;Entire home/apt;ZIP:10001
1;380728;2011;7;2;Musician's Luxury Loft in Chelsea;Manhattan;3;1;186;Apartment;100;Entire home/apt;ZIP:10011
1;380728;2011;7;2;KING Bed Artist Loft @ Williamsburg;Brooklyn;15;1;82;Apartment;91;Private room;ZIP:11211
1;380728;2011;7;2;Bright Loft for Williamsburg Summer;Brooklyn;2;1;95;Apartment;90;Private room;ZIP:11249
1;380138;2011;7;2;Budget Private Room!;Queens;136;1;33;Apartment;93;Private room;ZIP:11385
1;380138;2011;7;2;So Easy To Get to The Subway!;Queens;172;1;35;Apartment;89;Private room;ZIP:11385
1;380138;2011;7;2;Your Sunny Private Room !;Queens;179;1;43;Apartment;91;Private room;ZIP:11385
1;384752;2011;9;2;Perfect Location / Calm Sanctuary;Brooklyn;4;1;174;Apartment;90;Entire home/apt;ZIP:11211
3;384796;2011;9;2;*PRIVATE APARTMENT WITH YARD ACCESS;Brooklyn;6;1;120;Apartment;87;Entire home/apt;ZIP:11211
1;384796;2011;9;2;PRIVATE STUDIO: L TRAIN WATERFRONT;Brooklyn;111;1;130;Apartment;95;Entire home/apt;ZIP:11211
2;384796;2011;9;2;PRIVATE APARTMENT: BEDFORD L TRAIN!;Brooklyn;49;1;150;Apartment;92;Entire home/apt;ZIP:11249
2;384796;2011;9;2;PRIVATE APT: STEPS TO WATERFRONT;Brooklyn;75;1;150;Apartment;91;Entire home/apt;ZIP:11249
1;384595;2011;9;2;LES. Private Balcony. Great views.;Manhattan;10;1;180;Apartment;100;Entire home/apt;ZIP:10002
2;384157;2011;9;2;Charming one Bedroom Apartment;Manhattan;5;1;175;Apartment;88;Entire home/apt;ZIP:10025
1;384752;2011;9;2;Perfect Location / Calm Sanctuary;Brooklyn;19;1;78;Apartment;94;Private room;ZIP:11211
2;384796;2011;9;2;*PRIME LOCATION* STEPS TO L TRAIN;Brooklyn;37;1;85;Apartment;90;Private room;ZIP:11249
2;384796;2011;9;2;PRIVATE BATHROOM*PRIME LOCATION*;Brooklyn;19;1;85;Apartment;90;Private room;ZIP:11249
2;384796;2011;9;2;HUGE BEDROOM LORIMER L TRAIN!!!;Brooklyn;29;1;75;House;79;Private room;ZIP:11211
2;384796;2011;9;2;LORIMER L TRAIN: 5 minutes to city;Brooklyn;12;1;70;House;92;Private room;ZIP:11211
1;384796;2011;9;2;PRIVATE BATHROOM! PRIME LOCATION;Brooklyn;23;1;80;House;85;Private room;ZIP:11211
1;383392;2011;9;2;Private room with huge garden;Manhattan;0;1;95;Apartment;None;Private room;ZIP:10027
1;388761;2011;12;2;Cosy bedroom in classic Brooklyn;Brooklyn;0;1;75;Apartment;None;Private room;ZIP:11216
1;388595;2011;12;2;Cozy One Bedroom;Manhattan;13;1;85;Apartment;97;Private room;ZIP:10027
1;388595;2011;12;2;"Harlem ""Home"" Delight";Manhattan;6;1;93;Apartment;96;Private room;ZIP:10027
1;388295;2011;12;2;LUX DoubleBed in Financial District;Manhattan;0;1;78;Loft;None;Shared room;ZIP:10006
2;389940;2011;13;2;Sunny, Conveniently Located 2Br;Brooklyn;0;1;400;Apartment;None;Entire home/apt;ZIP:11211
3;389684;2011;13;2;NYC New York Village charming 3 bed;Manhattan;2;1;475;Apartment;70;Entire home/apt;ZIP:10011
2;390251;2011;13;2;THERE'S NO PLACE LIKE HOME.........;Manhattan;27;1;156;Apartment;83;Entire home/apt;ZIP:10026
1;389840;2011;13;2;Private Bd in Sunny Greenpoint Loft;Brooklyn;0;1;75;Loft;None;Private room;ZIP:11222
1;390251;2011;13;2;Home away from home,;Manhattan;2;1;85;Apartment;94;Private room;ZIP:10026
1;390117;2011;13;2;West Village Room with Garden View;Manhattan;0;1;200;Loft;None;Private room;ZIP:10014
5;391612;2011;14;2;Victorian Home 1 & Express Train;Brooklyn;8;1;740;House;84;Entire home/apt;ZIP:11226
3;391612;2011;14;2;Victorian Home 2 & Express Train!;Brooklyn;10;1;640;House;98;Entire home/apt;ZIP:11226
8;391612;2011;14;2;Victorian House, Express + More!;Brooklyn;6;1;1300;House;97;Entire home/apt;ZIP:11226
1;392361;2011;14;2;Charming Manhattan Studio;Manhattan;1;1;190;Apartment;None;Entire home/apt;ZIP:10021
